park_id,name_en,address_en,district,latitude,longitude,height_limit,opening_status,website,phone
tdc119,Queen Mary Hospital (Carpark),"102 Pok Fu Lam Road, Hong Kong",Southern,22.270550721067,114.1305846907,2.05,CLOSED,,22553263
tdc118p1,Prince of Wales Hospital Hourly Car Park,"2/F Day Treatment Block and Children Wards, 30-32 Ngan Shing Street, Shatin, N.T., Hong Kong",Sha Tin,22.379338709456,114.20151306018,0,CLOSED,,35052786
tdc239p1,Shek Kip Mei Estate (Phase 7) Car Park,"Mei Cheong House, Shep Kip Mei Estate, Sham Shui Po, Kowloon",Sham Shui Po,22.334836439523,114.16493578387,3.8,CLOSED,,27883120
tdc238p1,"Shek Kip Mei Estate (Phase 2,5) Car Park","Mei Leong House, Shep Kip Mei Estate, Sham Shui Po, Kowloon",Sham Shui Po,22.33217478851,114.16792890475,3.8,CLOSED,,27883120
tdstt83,Shek Kwu Lung Car Park,"TAI PO TAI WO ROAD, SHEK KWU LUNG VILLAGE, TAI PO, NT",Tai Po,22.44969055,114.15714738,0,OPEN,,64654389
tdstt84,Dai Kwai Street Car Park,"Dai Kwai Street, TAI PO INDUSTRIAL ESTATE, TAI PO, NT",Tai Po,22.45510582,114.18989441,0,OPEN,,64654389
tdc273p1,Lei Muk Shue Shopping Centre Carpark,389 Wo Yi Hop Rd,Tsuen Wan,22.377684365687,114.13581707862,0,CLOSED,,
tdstt56,"Hoi Kwai Road, Tsuen Wan","1570 Tsuen Wan -
Hoi Kwai Road, Tsuen Wan, New Territories",Tsuen Wan,22.36895144655,114.1102680488,0,OPEN,,
tdstt65,Fo Shing Road Car Park,"Fo Shing Road,Tai Po, New Territories",Tai Po,22.430854039779,114.20316760188,0,OPEN,,91418379
tdc117p1,Hong Kong Palace Museum Car Park,"8 Museum Drive, HKPM, WKCD, Kowloon, Hong Kong",Yau Tsim Mong,22.301592678119,114.15554258613,2.45,CLOSED,https://www.westk.hk/en/visit/parking,22000367
tdstt82,Tin Chau Road Car Park,"Tin Chau Road, Area 109, Tseung Kwan O, New Territories",Sai Kung,22.31641327,114.27081239,0,OPEN,,9079 9992
tdstt89,Shek Kok Road,"Shek Kok Road, Area 85, Tseung Kwan O, New Territories",Sai Kung,22.29731176668,114.2732165207,0,CLOSED,,24114888
tdc285p1,Hang Tsui Court Carpark,"No.63 Wing Tai Road, Chai Wan, Hong Kong",Eastern,22.26755915591,114.24189721775,2.4,CLOSED,,25152696
tdc236p1,Ko Shan Road Public Vehicle Parking,"Lower Ground Floor, 60, Ko Shan Road, To Kwa Wan",Kowloon City,22.313815659105,114.18677390164,2.4,CLOSED,,
tdstt86,Tai Shu Ha Road East Car Park,"Junction of Ma Tong Road and Tai Shu Ha Road East, Yuen Long, New Territories",Yuen Long,22.440337270319,114.02616664551,0,CLOSED,,94150386
tdstt50,Sai Kung Chui Tong Road,"Chui Tong Road, Tui Min Hoi, Sai Kung, New Territories",Sai Kung,22.37871826,114.2683492,0,OPEN,,9613 0781 / 5298 8933
tdc122p1,Chak On Estate Car Park,"Chak On Estate, 1 Chak On Rd, Shek Kip Mei",Sham Shui Po,22.340746903229,114.16405557197,1.8,CLOSED,,27792436
tdc126p1,Ping Yan Carpark,"Ping Yan Court, 65 Ping Ha Street, Tin Shui Wai, N.T.",Yuen Long,22.445990679579,114.0042638604,2.4,CLOSED,,23381993
tdc134p1,Tuen Mun Hospital Main Block Visitor Carpark,"Tuen Mun Hospital, 23 Tsing Chung Koon Road, Tuen Mun, N.T.",Tuen Mun,22.408623818158,113.97635697956,0,CLOSED,,2468 5205
tdc132p1,Yan Chai Hospital Visitor Carpark,"7-11 Yan Chai Street, Tsuen Wan, N.T.",Tsuen Wan,22.369859530535,114.11949000646,3.2,CLOSED,,24178143
tdc103p1,Science Park Car Park P1,"3 Science and Technology West Ave, Tai Po",Sha Tin,22.4243412,114.21224976,0,OPEN,https://www.hkstp.org/en/visit/parking,
tdc103p2,Science Park Car Park P2,"10 Science and Technology East Ave, Tai Po",Sha Tin,22.4264857526,114.2111949869,0,OPEN,https://www.hkstp.org/en/visit/parking,
tdc103p3,Science Park Car Park P3,"12 Science Park West Avenue, Tai Po",Tai Po,22.427248042417,114.20936327164,0,OPEN,https://www.hkstp.org/en/visit/parking,
tdc50p7,Prosperity Center Car Park,"25 Chong Yip Street, Kwun Tong, Kowloon",Kwun Tong,22.31414153,114.2195567,0,OPEN,,
tdc73p1,Crocodile Centre,"79 Hoi Yuen Road, Kwun Tong, Kowloon",Kwun Tong,22.31173309,114.22570666,0,OPEN,http://crocodilecenter.com.hk/eng/leasing.html,35869963
tdc50p8,Prosperity Place Car Park,"6 Shing Yip Street, Kwun Tong, Kowloon",Kwun Tong,22.31060791,114.2257385,0,OPEN,,
tdstt75,Pok Chuen Street Car Park,"Pok Chuen Street, Sha Tin, New Territories",Sha Tin,22.36919672,114.19858266,0,OPEN,,
tdstt57p1,Tsing Chin Street Car Park,"Tsing Chin Street, Tsing Yi, New Territories",Kwai Tsing,22.34859915,114.10284743,0,OPEN,,
tdc121p1,Airside,"2 Concorde Road, Kai Tak, Kowloon, Hong Kong",Kowloon City,22.331170067138,114.19833954493,2.4,CLOSED,,2686 0300/ 2686 0333
tdstt90,Tung Chau Street,"Tung Chau Street, Sham Shui Po",Sham Shui Po,22.328534642068,114.1574930919,0,CLOSED,,9790 5127 / 2117 7076
tdc140p1,Hung Hom Estate Phase II Carpark,"HUNG HOM ESTATE PHASE II CARPARK, 28 DAI  WAN ROAD, HUNG HOM, KOWLOON",Kowloon City,22.308042369449,114.18955034342,0,CLOSED,,
tdc115p1,Choi Wan (II) Estate Car Park,No. 55 Clear Water Bay Road Wong Tai Sin Kowloon,Wong Tai Sin,22.33333463,114.21682229,4,OPEN,,2117 7076
tdc124p1,Chun Yeung Shopping Centre Car Park,"Chun Yeung Shopping Centre, 20 Kwei Tei Street, Fo Tan, N.T.",Sha Tin,22.399442437409,114.18907697257,2.4,CLOSED,,2638 8483 / 2330 5108
tdc92p1,On Tai Estate Carpark,"G/F., Hang Tai House, On Tai Estate, Kwun Tong",Kwun Tong,22.327028006763,114.22859498193,2.4,OPEN,,23225244
tdc153p1,New Territories (Shatin) Forensic Medicine Centre,"NO. 7 LOWER SHING MUN ROAD, TAI WAI, SHA TIN, NEW TERRITORIES",Sha Tin,22.373832468041,114.16967806447,2.45,CLOSED,,
tdc146p1,Mong Kok Stadium,"37, Flower Market Road, Mong Kok, Kowloon",Yau Tsim Mong,22.326475853733,114.17377173271,2.45,CLOSED,,
tdc139p1,Hong King Garden Parking,"No.26 Tsing Sin Street, Tuen Mun",Tuen Mun,22.385481008324,113.97999245857,2.45,CLOSED,,
tdc144p1,Hoi Tat Estate carpark,Sham Mong Road  No.38,Sham Shui Po,22.329487958451,114.15005368844,3.8,CLOSED,,25129611
tdc129p1,Choi Fook Estate Car Park,"58 Choi Wing Road, Ngau Tau Kok,Kowloon",Kwun Tong,22.327754800898,114.21740096113,2.4,CLOSED,,
tdc129p2,Choi Hing Court Car Park,"1 CHOI SING LANE,Ngau Tau Kok,Kowloon",Kwun Tong,22.3315848311,114.21353453637,2.4,CLOSED,,60140874
tdc129p3,Choi Ying Estate Car Park,"79 Choi Ha Road, Ngau Tau Kok,Kowloon",Sham Shui Po,22.328236445866,114.21439614949,0,CLOSED,,
tdc129p4,On Kay Court Car Park,"20 On Wah Street, Ngau Tau Kok,Kowloon",Kwun Tong,22.321802575491,114.21695454833,1.5,CLOSED,,
tdc102p1,Lei On Court Carpark,"Lei On Court, Lam Tin",Kwun Tong,22.30889511,114.23238373,0,OPEN,,
tdc99p1,Ping Shek Estate Car Park,"2 Clear Water Bay Road, Ngau Tau Kok",Kwun Tong,22.333586721029,114.2091419401,0,OPEN,,
tdc98p1,Yau Mei Court Carpark,"Yau Mei Court, Yau Tong",Kwun Tong,22.2960453,114.23962402,0,OPEN,,
tdc130p1,Lower ngau tau kok estate Car Park,"120 Ngau Tau Kok Road , Ngau Tau Kok,Kowloon",Kwun Tong,22.321261262744,114.21489167983,2.4,CLOSED,,98688744
tdc130p3,Wo Lok Estate CPB,"60, Yuet Wah Street, Kwong Tong, KLN",Kwun Tong,22.316802499834,114.22753459812,0,CLOSED,,96892858
tdc130p2,Wo Lok Estate CPA,"60, Yuet Wah Street, Kwong Tong, KLN",Kwun Tong,22.315351903479,114.22805612093,0,CLOSED,,96892858
tdc142p1,Yan Tin Estate Carpark,"39, Tsing Lun Road, Tuen Mun, New Territories",Tuen Mun,22.413749587751,113.97634661294,2.4,CLOSED,,23860297
tdc151p1,Kai Chuen Court Carpark,"235 Choi Hung Road, San Po Kong, Kowloon",Wong Tai Sin,22.339000444946,114.20075786182,2.4,CLOSED,,
tdc158p1,Shek Mun Estate Phase 1 Car park,"Shek Mun Estate, 18 On Muk St, Shatin",Sha Tin,22.385947645412,114.20986275751,4.6,CLOSED,,
tdc158p2,Shek Mun Estate Phase 2 Car park,"Shek Mun Estate, 18 On Muk St, Shatin",Sha Tin,22.386098219251,114.20875345074,2.45,CLOSED,,
tdc157p1,Ma Tau Wai Estate Car Park,"Ma Tau Wai Estate, 9 Shing Tak St, Ma Tau Wai",Kowloon City,22.323238787941,114.18670995167,2.45,CLOSED,,
tdc93p1,Kai Ching Estate Car Park,"Kai Ching Estate, No.12 Muk Hung Street, Kowloon City, Kowloon",Kowloon City,22.331978240872,114.20276260295,2.4,OPEN,,
tdc6p2,Tin Yan Estate Car Park,"Tin Yan Estate, Tin Shui Wai, New Territories",Yuen Long,22.46363021,113.9967863,0,OPEN,,
tdc127p1,Tin Heng Estate Car Park,"Tin Heng Estate, 83 Tin Shui Rd, Tin Shui Wai",Yuen Long,22.469236458123,113.99935511287,1.8,CLOSED,,24482086
tdc92p6,Ching Ho Estate Car Park A,"Ching Shing Road,Sheung Shui,New Territories",North,22.493428500702,114.12481557199,0,OPEN,,
tdc92p7,Ching Ho Estate Car Park B,"Chiu Hiu Road, Sheung Shui, New Territories",North,22.495579823739,114.12894440995,0,OPEN,,
tdc104p1,Pak Tin Estate (Shui Tin House) Carpark,"Shui Tin House,Pak Tin Estate, Kowloon",Sham Shui Po,22.33547182,114.16835252,0,OPEN,,
tdc148p1,Wing Cheong Estate Car Park,"No.20, Sai Chuen Road, Sham Shui Po",Sham Shui Po,22.328807133943,114.15611114073,0,CLOSED,,
tdc92p4,Model Housing Estate Carpark,770 King's Road,Eastern,22.290540857357,114.20869820866,0,OPEN,,
tdc141p2,Tak Long Estate Carpark B,"Muk Chui Street, Kowloon City, Kowloon",Kowloon City,22.330872191006,114.20328783409,4.7,CLOSED,,22173556
tdc141p1,Tak Long Estate Carpark A,"Shing Kai Road, Kowloon City, Kowloon",Kowloon City,22.328929824081,114.20429383865,2,CLOSED,,22173556
tdc159p1,Shek Kip Mei Estate (Phase 6) Car Park,"Mei Hei House, Shep Kip Mei Estate, Sham Shui Po, Kowloon",Sham Shui Po,22.331489705814,114.16731203712,2.45,CLOSED,,27883120
tdc173p1,Choi Po Court Car Park,"Po Shek Wu Road, Sheung Shui, New Territories",North,22.501944918449,114.12420788626,1.95,CLOSED,,
tdc10p6,Shun Lee Disciplined Services Quarters,"No. 32 Lee On Road, Kwun Tong, Kowloon, H.K. ",Kwun Tong,22.332103098,114.221819268,2.45,CLOSED,,2912 3700 / 2912 3721 / 2912 3719 
tdstt92,Junction of Hoi Wang Road and Lai Cheung Road,"Junction of Hoi Wang Road and Lai Cheung Road, Kowloon",Yau Tsim Mong,22.312334218027,114.16443189105,2.45,CLOSED,,
tdc6p23,Kwai Shing West Estate Car Park,"Kwai Hau Street, Kwai Chung, N.T.",Kwai Tsing,22.363058249842,114.12440875203,1.8,CLOSED,,
tdc6p24,Lai King Estate Car Park A,"Lai King Hill Road, Kwai Chung, N.T.",Kwai Tsing,22.350942861245,114.12692545612,0,CLOSED,,
tdc6p25,Lai King Estate Car Park D,"Lai King Hill Road, Kwai Chung, N.T.",Kwai Tsing,22.345505515487,114.1262229738,0,CLOSED,,
tdc149p1,Cheung Ching Estate Car Park,"CHING HONG ROAD, TSING YI",Kwai Tsing,22.34537379852,114.10828729042,0,CLOSED,,21177076
tdc149p2,Cheung Ching Shopping Centre Car Park,"CHING HONG ROAD, TSING YI",Kwai Tsing,22.345519602624,114.10941998028,1.8,CLOSED,,21177076
tdstt94,Hoi Yu Street Car Park No 2,Hoi Yu Street Quarry Bay,Eastern,22.291206697068,114.21233868906,0,CLOSED,,
tdc183p1,Car Park at the park located east of Fan Kam Road,"No. 650 Fan Kam Road, Sheung Shui",North,22.494952785275,114.1213413157,0,CLOSED,https://www.lcsd.gov.hk/en/parks/fkrp/parking.html,2295 3118
tdc150p1,Ying Tung Estate Carpark,12 YING TUNG ROAD,Islands,22.29692690363,113.95300473773,2.4,CLOSED,,2702 8911
tdc168p1,The Twins Carpark Tower I,"12 Concorde Road, Kai Tak, San Po Kong, Kowloon",Kowloon City,22.332675440443,114.20084319549,2.4,CLOSED,,2833 8338
tdstt100,Hoi Wah Road (II) Car Park,"Hoi Wah Road, Area 16, Tuen Mun, New Territories",Tuen Mun,22.381421100534,113.97392926407,0,CLOSED,,95428756
tdc177p1,KTR350 Car Park,"350 Kwun Tong Road, Kwun Tong, Kowloon",Kwun Tong,22.315039030955,114.21800031701,2.4,CLOSED,,21168259
tdc248p1,Ka Fu Fong Public Car Park,"186 San Wan Road, Sheung Shui, New Territories",North,22.505995904727,114.12346883116,0,CLOSED,,
tdc147p1,Mun Tung Estate Car park,"Mun Tung Estate, Tung Chung",Islands,22.277360131343,113.93392025033,2.4,CLOSED,,
tdc270p1,Lung Poon Court Car Park,"8 Lung Poon Street, Diamond Hill, Kowloon",Wong Tai Sin,22.341739366228,114.20029575255,1.8,CLOSED,,
tdc271p1,Hammer Hill Road Sports Ground Car Park,"Wing Ting Road, Wong Tai Sin, Kowloon",Wong Tai Sin,22.337605995164,114.20745624701,2.45,CLOSED,,
tdc272p1,Hammer Hill Road Swimming Pool Car Park,"Wing Ting Road, Wong Tai Sin, Kowloon",Wong Tai Sin,22.337424886966,114.20702955475,2.45,CLOSED,,
tdc288p1,Cheung Sha Wan Estate Car Park,"9 Tung King Street, Cheung Sha Wan, Kowloon",Sham Shui Po,22.334695163597,114.15676490383,2.4,CLOSED,,23272775
tdc257p1,May Shing Court Car Park,"32 Mei Tin Rd, Tai Wai",Sha Tin,22.378822844677,114.17480350431,0,CLOSED,,
tdstt53,"Tin Wan Praya Road, Aberdeen, Hong Kong","Tin Wan Praya Road, Aberdeen, Hong Kong",Southern,22.24876785,114.14182281,0,OPEN,,
tdstt45,Sunny Bay Road,"Sunny Bay Road, Lantau",Tsuen Wan,22.33502197,114.03074646,0,OPEN,,
tdstt51,Junction of Ma Wo Road and Ma Chung Road,"Junction of Ma Wo Road and Ma Chung Road, Tai Po, New Territories",Tai Po,22.44188499,114.16423798,2.45,OPEN,,
tdstt69,Chi Wa Lane Car Park,"Chi Wa Lane, Fanling, New Territories",North,22.49095748,114.1321767,0,OPEN,,
tdstt66,Tin Shui Wai No 2 Car Park,"Tin Tan Street, Tin Shui Wai, Yuen Long, New Territories",Yuen Long,22.45948799,113.995628,0,OPEN,,
tdstt95,Pinnacle Carpark Cheung Yip Street,"Junction of Cheung Yip Street and Hoi Bun Road, Kowloon Bay, Kowloon",Kwun Tong,22.317346631325,114.2121630992,2.45,CLOSED,,
tdstt113,Container Port Road South,"Container Port Road South, Stonecutters Island, New Territories",Sham Shui Po,22.32094104299,114.12587221867,0,CLOSED,,
tdstt115,Sha Ho Road,"Sha Ho Road, Sha Tau Kok",North,22.546160625979,114.22047608825,0,CLOSED,,9079 9992
tdstt119,Miu Wo Ngan Shu Street," Ngan Sha Street ,Mui Wo ,Lantau , New Territories",Islands,22.265951725246,113.99537289282,2.45,CLOSED,,
tdstt122,Shek O Road Car Park,"Shek O Road, Shek O, Hong Kong",Southern,22.23089529667,114.25059051974,0,CLOSED,,
tdstt126,Tung Chung Ying Tung Road Car Park,"89 Ying Tung Road,Tung Chung",Islands,22.295690794686,113.95247369226,3.8,CLOSED,,
tdstt127,Hoi Yu Street (GOLDWAY PARKING LIMITED),"Hoi Yu Street, Quarry Bay, Hong Kong",Eastern,22.290130749383,114.21470266267,0,CLOSED,,90799992
tdstt132,Hoi Tou Car Park,"Hoi Wah Road, Tuen Mun, New Territories",Tuen Mun,22.381501234296,113.97599813222,2.45,CLOSED,,
tdstt133,Pinnacle Carpark Tuen Yee Street,"Tuen Yee Street, Tuen Mun, New Territories",Tuen Mun,22.382428512718,113.96902605161,0,CLOSED,,
tdstt74,Tai Shui Hang Car Park No.2,"Tai Shui Hang, Sha Tin, New Territories",Sha Tin,22.40544873,114.21859758,0,OPEN,,
tdstt143,Junction of Ma Sik Road and Tin Ping Road car park,Junction of Ma Sik Road and Tin Ping Road,North,22.502904455535,114.13573951114,0,CLOSED,,35948432
tdstt129,Whitehead Car Park 1,"Whitehead, Hong Kong, Ma On Shan, Hong Kong",Sha Tin,22.436406795383,114.24144786617,0,CLOSED,,
tdstt116,Wan Po Road Car Park,"Wan Po Road, Area 85, Tseung Kwan O, New Territories",Sai Kung,22.292738899046,114.27409296467,2.45,CLOSED,,
tdstt117,Chong San Road Car Park,"Chong San Road, Tai Po, New Territories",Tai Po,22.435145212657,114.20099119553,2.45,CLOSED,,
tdstt118,Kwong Fuk Carpark Tai Po Dai Wah Street,"Dai Wah Street, Tai Po, New Territories",Tai Po,22.453461150895,114.17945292409,3.1,CLOSED,,
tdstt128,Sai Kung Mei Fuk Street Car Park,Sai Kung Mei Fuk Street,Sai Kung,22.385443315754,114.27310129163,3.8,CLOSED,,
tdstt130,Pinnacle Carpark Chui Shin Street,"Chui Shin Street, Area 72, Tseung Kwan O, New Territories",Sai Kung,22.304841424449,114.25513892943,2.45,CLOSED,,
tdstt134,A1 Parking (Sha Tin),"The Junction of Yuen Hong St, and Yuen Shun Circuit, Sha Tin",Sha Tin,22.383873152291,114.20754342183,0,CLOSED,,90776990
tdc287p1,Yee Tsui Court Carpark,"No.1 Yee Shing Street, Chai Wan, Hong Kong",Eastern,22.265126029649,114.23915174188,1.7,CLOSED,,28894877
tdc304p1,Tai Po Mega Mall Multi-Storey Carpark,"No.2, On Pong Road, Tai Po, N.T.",Tai Po,22.453737892608,114.17111910853,3.45,CLOSED,,28303845
tdc14p8900,Kin Ming Car Park B,"Kin Ming Estate Car Park, 1 Choi Ming Street, Tiu Keng Leng, Tseung Kwan O, New Territories",Sai Kung,22.306387254445,114.25018181168,0,CLOSED,https://www.linkhk.com/en/parking/1010,5487 7944
tdc306p1,HomeSquare,"138, Sha Tin Rural Committee Road, Sha Tin, New Territories",Sha Tin,22.385755359597,114.18770281738,0,CLOSED,https://www.homesquare.com.hk/en/parking,2634 0666
tdc280p1,New Town Plaza III,"2-8, Shatin Centre Street, Shatin",Sha Tin,22.379863530423,114.1875877013,1.95,CLOSED,https://www.newtownplaza.com.hk/parking/,26916576
tdc279p1,New Town Plaza I,"18-19, Shatin Centre Street, Shatin",Sha Tin,22.38185273238,114.18894197661,1.95,CLOSED,https://www.newtownplaza.com.hk/parking/,26089329
tdc312p1,Metroplaza,"223 Hing Fong Road, Kwai Fong, NT",Kwai Tsing,22.357749073861,114.12704148201,0,CLOSED,https://www.metroplaza.com.hk,2429 6500
tdc292p1,Hang Chun Court Car Park,2 HANG CHEUNG STREET,Sham Shui Po,22.335755497409,114.15310939509,2.4,CLOSED,,52811457
tdc315p1,Lok Man Sun Chuen,160 KAU PUI LUNG ROAD,Kowloon City,22.3176073561,114.18604661494,0,CLOSED,,
tdstt140,nevas smart car park (Po Tai Street),"Po Tai  Street, Ma On Shan, New Territories",Sha Tin,22.413101832635,114.22355332901,0,CLOSED,https://kinwinghong.weebly.com/,51629974
tdc307p1,Yip Wong Estate Phase 1 & 2 Car Park,"21&25 Tin Sau Road, Tuen Mun",Tuen Mun,22.387666768802,113.96966948951,0,CLOSED,,5702 5473
tdc308p1,Yan On Estate carpark,No.3 Hang Chi street Yan On Estate carpark,Sha Tin,22.412962840358,114.22485350281,0,CLOSED,,
tdc309p1,Fu Tip Estate Phase 1 carpark,"11 Chung Nga Road, Tai Po, N.T.",Tai Po,22.461516217413,114.17307285264,0,CLOSED,,2256 1288
tdc310p1,Fu Tip Estate Phase 2 carpark,"11 Choi TIp Street, Tai PO, N.T.",Tai Po,22.464262844939,114.17611938767,2.4,CLOSED,,2256 1288
tdc311p1,Ocean PopWalk,"28 Tong Chun Street, Tseung Kwan O, N.T.",Sai Kung,22.30341792595,114.26067606704,2.2,CLOSED,,
tdc316p1,Mikiki,"No. 638, Prince Edward Road East, San Po Kong, Kowloon",Wong Tai Sin,22.333833923416,114.19707753824,2.4,CLOSED,https://www.mikiki-mall.com.hk/en/home.php,3980 9930
tdstt142,Clear Water Bay Road (GOLDWAY PARKING LIMITED),"Clear Water Bay, Sai Kung, New Territories",Sai Kung,22.330745412528,114.26305124231,5,CLOSED,,9079 9992
tdc318p1,Pak Shing Kok Road Public Car Park,"1 Pak Shing Kok Road, Tseung Kwan O, New Territories",Sai Kung,22.304311350228,114.27294953404,0,CLOSED,https://www.wilsonparking.com.hk/en/car_parks/detail/453,
tdc314p1,THE CENDAS Carpark,"THE CENDAS, 15 Sheung Yuet Road, Kowloon Bay",Kwun Tong,22.322145511398,114.20993789706,0,CLOSED,,28177168
tdc317p1,V Walk Carpark,"28 Sham Mong Rd, Sham Shui Po",Sham Shui Po,22.326832678779,114.15369006774,0,CLOSED,https://www.vwalk.com.hk/eng/access/parking,9852 6942
tdc319p1,Uptown Plaza Car Park,"Carpark, Uptown Plaza, No.9 Nam Wan Road, Tai Po, N.T.",Tai Po,22.444315443084,114.16869950935,2.2,CLOSED,https://www.uptownplaza.com.hk/en/parking/,2653 8089
tdc322p1,Park Central Shopping Arcade Car Park,"9 Tong Tak Street, Tseung Kwan O, N.T, Hong Kong",Sai Kung,22.307559153346,114.25779662979,2,CLOSED,https://www.park-central.com.hk/en/en-parking-service/,3417 4322
tdc114p2,Sun Yat Sen Memorial Park Sports Centre,"18,Eastern Street North,Sai Ying Pun,Hong Kong",Central & Western,22.28979738,114.14355262,2.45,OPEN,,
tdc114p1,Sun Yat Sen Memorial Park,"16 Eastern Street North, Sai Ying Pun, Hong Kong",Central & Western,22.2894907,114.14446873,0,OPEN,,
tdc325p1,Landmark North Car Park,"No. 39 Lung Sum Avenue, Sheung Shui, New Territories",North,22.502634302167,114.12782999956,2.1,CLOSED,https://www.landmarknorth.com.hk/,2672 9225
tdc324p1,Sun Hung Kai Centre,"B1/F., Sun Hung Kai Centre, No.30 Harbour Road, Wan Chai, Hong Kong",Wan Chai,22.280349827386,114.17692315786,1.8,CLOSED,,28277247
tdc320p1,YOHO MALL I,"9 Yuen Lung Street & 9 Long Yat Road, Yuen Long",Yuen Long,22.444987182169,114.03778131022,0,CLOSED,https://www.yohomall.hk/en/driving-info,2554 0023
tdc321p1,YOHO MALL II,"8 Long Yat Road, Yuen Long",Yuen Long,22.445606271819,114.03513920464,2.1,CLOSED,https://www.yohomall.hk/en/driving-info,2479 2208
tdc327p1,Tsuen Wan Plaza Car Park,"4-30 Tai Pa Street,Tsuen Wan",Tsuen Wan,22.370883040555,114.11155771357,0,CLOSED,https://www.tsuenwanplaza.com.hk/parking/,2417 1709
tdc330p1,Vcity Commerical Carpark,"3/F, No. 83 Heung Sze Wui Road,Tuen Mun",Tuen Mun,22.39573105183,113.97413659093,0,CLOSED,https://www.vcity.com.hk/eng/parking/parking.jsp,2960 1800
tdc331p1,Vcity Station Carpark,"3/F, No. 83 Heung Sze Wui Road,Tuen Mun",Tuen Mun,22.395651764291,113.97413601096,0,CLOSED,,2960 1800
tdc332p1,apm Car Park,"418 Kwun Tong Road, Kwun Tong, Kowloon",Kwun Tong,22.312312273115,114.22514827149,2.2,CLOSED,https://www.hkapm.com.hk/index/,2267 0500
tdc328p1,Harbour North Phase 2 & 3 B2/F Zone A,"133 Java Road, North North, Hong Kong",Eastern,22.293389324776,114.20217848926,2.1,CLOSED,https://www.harbournorth.com.hk,2830 3845
tdc290p1,Hoi Ying Estate Car Park,1 LAI YING STREET,Sham Shui Po,22.3289921244,114.14790421245,0,CLOSED,,24879210
tdc289p1,Hoi Lok Court Car Park,"3 Lai Ying Street, Cheung Sha Wan",Sham Shui Po,22.32788359478,114.14994098506,2.4,CLOSED,,52813945
tdc335p1,Tseung Kwan O Government Offices Public Car Park,"30 Tong Yin Street, Tseung Kwan O, New Territories",Sai Kung,22.30417742476,114.25690216938,0,CLOSED,https://www.wilsonparking.com.hk/en/car_parks/detail/456,6468 7953
tdc334p1,Kwai Chung Park Car Park,"18 Kwai Yue St, Kwai Chung",Kwai Tsing,22.354227462875,114.11748871477,3.8,CLOSED,,
tdc326p1,Yuen Long Swimming Pool Car Park,"Yuen Long Tai Yuk Road 10, Yuen Long",Yuen Long,22.441551440217,114.02192875539,3.8,CLOSED,,
tdc291p1,CHING LAI COURT Car Park,264 LAI KING HILL ROAD,Sham Shui Po,22.338811309444,114.13524630689,1.7,CLOSED,,52810964
tdc333p1,Hong Kong International School Car Park,690 Tai Tam Reservoir Road,Southern,22.237389504528,114.22354854059,2.2,CLOSED,,3149 7894 (08:00-15:30)
tdc294p1,SO UK Estate Car Park Phase 1,380 PO ON ROAD,Sham Shui Po,22.342109844582,114.1578534236,0,CLOSED,,52813274
tdc295p1,SO UK Estate Car Park Phase 2,380 PO ON ROAD,Sham Shui Po,22.34013905959,114.15710426625,0,CLOSED,,52813274
tdc293p1,Pak Tin Estate Phase 7 & 8 Carpark,"51 Pak Tin Street, Shek Kip Mei, Kowloon",Sham Shui Po,22.336642527534,114.1655412402,2.4,CLOSED,,52810454
tdc336p1,Scramble Hill Car Park,"98 HOW MING STREET,KWUN TONG,KOWLOON",Kwun Tong,22.312864055788,114.22089692406,2.4,CLOSED,,3165 6500
tdc297p1,Lai Tsui Court Car Park,608 LAI CHI KOK ROAD,Sham Shui Po,22.333492161451,114.15535635585,2.4,CLOSED,,52813545
tdc305p1,Un Chau Estate Phase 5 Carpark,"303 Un Chau Street, Un Chau Estate",Sham Shui Po,22.335143678139,114.15722891761,4.5,CLOSED,,2387 0022
tdc329p1,Hoi Tak Court Carpark,"No.5 Fat Cheung Street West, Cheung Sha Wan",Sham Shui Po,22.331031814089,114.15143277266,2.4,CLOSED,,23977173
tdc343p1,East Point City,"8 Chung Wa Road, Hang Hau, TKO",Sai Kung,22.316642041534,114.26522542608,2.2,CLOSED,https://www.eastpointcity.com.hk/en,2703 9346
